source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD027068_NCB4510A48LC2_H9_NCB4510A48LC2-40-216375	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	349	PXD027068_NCB4510A48LC2_H9_NCB4510A48LC2-40-216375_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A48LC2_H9_NCB4510A48LC2-40-216375.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A1LC2_A1_NCB4497A1LC2-40-215249	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	350	PXD027068_NCB4497A1LC2_A1_NCB4497A1LC2-40-215249_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A1LC2_A1_NCB4497A1LC2-40-215249.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A15LC3_G2_NCB4460A15LC3-40-210645	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	351	PXD027068_NCB4460A15LC3_G2_NCB4460A15LC3-40-210645_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A15LC3_G2_NCB4460A15LC3-40-210645.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A4LC2_D1_NCB4510A4LC2-40-216231	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	352	PXD027068_NCB4510A4LC2_D1_NCB4510A4LC2-40-216231_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A4LC2_D1_NCB4510A4LC2-40-216231.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4461A42LC3_B6_NCB4461A42LC3-40-210661	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	353	PXD027068_NCB4461A42LC3_B6_NCB4461A42LC3-40-210661_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4461A42LC3_B6_NCB4461A42LC3-40-210661.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A4LC3_D1_NCB4460A4LC3-40-210635	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	354	PXD027068_NCB4460A4LC3_D1_NCB4460A4LC3-40-210635_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A4LC3_D1_NCB4460A4LC3-40-210635.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A9LC3_A2_NCB4460A9LC3-40-210651	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	355	PXD027068_NCB4460A9LC3_A2_NCB4460A9LC3-40-210651_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A9LC3_A2_NCB4460A9LC3-40-210651.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A12LC2_D2_NCB4509A12LC3-40-215646	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	356	PXD027068_NCB4509A12LC2_D2_NCB4509A12LC3-40-215646_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A12LC2_D2_NCB4509A12LC3-40-215646.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A49LC2_A10_NCB4510A49LC2-40-216376	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	357	PXD027068_NCB4510A49LC2_A10_NCB4510A49LC2-40-216376_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A49LC2_A10_NCB4510A49LC2-40-216376.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A11LC2_C2_NCB4510A11LC2-40-216238	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	358	PXD027068_NCB4510A11LC2_C2_NCB4510A11LC2-40-216238_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A11LC2_C2_NCB4510A11LC2-40-216238.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A150LC3_B9_NCB4459A150LC3-40-209109	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	359	PXD027068_NCB4459A150LC3_B9_NCB4459A150LC3-40-209109_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A150LC3_B9_NCB4459A150LC3-40-209109.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A56LC2_H10_NCB4510A56LC2-40-216383	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	360	PXD027068_NCB4510A56LC2_H10_NCB4510A56LC2-40-216383_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A56LC2_H10_NCB4510A56LC2-40-216383.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A27LC2_G5_NCB4510A27LC2-40-216354	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	361	PXD027068_NCB4510A27LC2_G5_NCB4510A27LC2-40-216354_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A27LC2_G5_NCB4510A27LC2-40-216354.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A135LC3_C7_NCB4459A135LC3-40-209082	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	362	PXD027068_NCB4459A135LC3_C7_NCB4459A135LC3-40-209082_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A135LC3_C7_NCB4459A135LC3-40-209082.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A77LC3_E10_NCB4460A77LC3-40-211344	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	363	PXD027068_NCB4460A77LC3_E10_NCB4460A77LC3-40-211344_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A77LC3_E10_NCB4460A77LC3-40-211344.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A34LC2_F6_NCB4509A46LC3-40-215858	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	8	PXD027068_NCB4509A34LC2_F6_NCB4509A46LC3-40-215858_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	6	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A34LC2_F6_NCB4509A46LC3-40-215858.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A86LC3_B1_NCB4459A86LC3-40-208653	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	364	PXD027068_NCB4459A86LC3_B1_NCB4459A86LC3-40-208653_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A86LC3_B1_NCB4459A86LC3-40-208653.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A37LC2_A7_NCB4509A49LC3-40-215861	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	365	PXD027068_NCB4509A37LC2_A7_NCB4509A49LC3-40-215861_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A37LC2_A7_NCB4509A49LC3-40-215861.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4496A70LC3_F9_NCB4496A70LC3-40-214347	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	5	PXD027068_NCB4496A70LC3_F9_NCB4496A70LC3-40-214347_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	9	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4496A70LC3_F9_NCB4496A70LC3-40-214347.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A12LC2_D2_NCB4510A12LC2-40-216239	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	366	PXD027068_NCB4510A12LC2_D2_NCB4510A12LC2-40-216239_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A12LC2_D2_NCB4510A12LC2-40-216239.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A4LC2_D1	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	367	PXD027068_NCB4580A4LC2_D1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A4LC2_D1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A36LC2_H6_NCB4509A48LC3-40-215860	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	368	PXD027068_NCB4509A36LC2_H6_NCB4509A48LC3-40-215860_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A36LC2_H6_NCB4509A48LC3-40-215860.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A156LC3_H9_NCB4459A156LC3-40-209115	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	369	PXD027068_NCB4459A156LC3_H9_NCB4459A156LC3-40-209115_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A156LC3_H9_NCB4459A156LC3-40-209115.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
